scope_boundary,N,budget_mps,horizon_days,evaluation_start_offset_sec,arc_model,K_allowed,K_max,n_feasible,frontier_P95_primary_min,winner_Max_gap_min,winner_K_min
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,12,24,807,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,13,24,952,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,14,24,1094,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,15,24,1241,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,16,24,1401,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,17,24,1609,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,18,24,1898,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,19,24,2282,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,20,24,2653,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,21,24,2902,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,22,24,2987,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,23,24,2997,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,30,1447200,v2_two_edge,24,24,3000,19,174,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,842400,v2_two_edge,1,19,0,,,
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,842400,v2_two_edge,2,19,127,331,349,2
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,842400,v2_two_edge,3,19,153,112,175,3
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,842400,v2_two_edge,4,19,278,30,162,4
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,842400,v2_two_edge,5,19,376,29,163,5
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,842400,v2_two_edge,6,19,516,23,23,6
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,842400,v2_two_edge,7,19,637,23,23,6
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,842400,v2_two_edge,8,19,784,21,32,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,842400,v2_two_edge,9,19,933,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,842400,v2_two_edge,10,19,1078,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,842400,v2_two_edge,11,19,1224,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,842400,v2_two_edge,12,19,1370,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,842400,v2_two_edge,13,19,1595,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,842400,v2_two_edge,14,19,1970,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,842400,v2_two_edge,15,19,2485,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,842400,v2_two_edge,16,19,2849,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,842400,v2_two_edge,17,19,2977,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,842400,v2_two_edge,18,19,2999,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,842400,v2_two_edge,19,19,3000,20,32,9
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,1447200,v2_two_edge,1,19,0,,,
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,1447200,v2_two_edge,2,19,127,331,356,2
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,1447200,v2_two_edge,3,19,153,112,164,3
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,1447200,v2_two_edge,4,19,278,30,148,4
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,1447200,v2_two_edge,5,19,376,29,135,5
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,1447200,v2_two_edge,6,19,516,19,174,6
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,1447200,v2_two_edge,7,19,637,19,174,6
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,1447200,v2_two_edge,8,19,784,19,174,6
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,1447200,v2_two_edge,9,19,933,19,174,6
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,1447200,v2_two_edge,10,19,1078,19,174,6
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,1447200,v2_two_edge,11,19,1224,19,174,6
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,1447200,v2_two_edge,12,19,1370,19,174,6
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,1447200,v2_two_edge,13,19,1595,19,174,6
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,1447200,v2_two_edge,14,19,1970,19,174,6
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,1447200,v2_two_edge,15,19,2485,19,174,6
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,1447200,v2_two_edge,16,19,2849,19,174,6
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,1447200,v2_two_edge,17,19,2977,19,174,6
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,1447200,v2_two_edge,18,19,2999,19,174,6
evaluated_candidate_set_only_arc_conditioned_pools,24,75,60,1447200,v2_two_edge,19,19,3000,19,174,6
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,842400,v2_two_edge,1,14,126,542,553,1
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,842400,v2_two_edge,2,14,252,285,341,2
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,842400,v2_two_edge,3,14,378,85,139,3
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,842400,v2_two_edge,4,14,504,28,159,4
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,842400,v2_two_edge,5,14,630,28,159,4
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,842400,v2_two_edge,6,14,756,23,23,6
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,842400,v2_two_edge,7,14,882,23,23,6
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,842400,v2_two_edge,8,14,1008,20,32,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,842400,v2_two_edge,9,14,1136,20,32,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,842400,v2_two_edge,10,14,1308,20,32,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,842400,v2_two_edge,11,14,1806,20,32,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,842400,v2_two_edge,12,14,2651,20,32,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,842400,v2_two_edge,13,14,2974,20,32,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,842400,v2_two_edge,14,14,3000,20,32,8
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,1447200,v2_two_edge,1,14,126,534,561,1
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,1447200,v2_two_edge,2,14,252,283,325,2
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,1447200,v2_two_edge,3,14,378,77,139,3
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,1447200,v2_two_edge,4,14,504,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,1447200,v2_two_edge,5,14,630,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,1447200,v2_two_edge,6,14,756,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,1447200,v2_two_edge,7,14,882,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,1447200,v2_two_edge,8,14,1008,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,1447200,v2_two_edge,9,14,1136,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,1447200,v2_two_edge,10,14,1308,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,1447200,v2_two_edge,11,14,1806,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,1447200,v2_two_edge,12,14,2651,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,1447200,v2_two_edge,13,14,2974,19,174,4
evaluated_candidate_set_only_arc_conditioned_pools,24,75,90,1447200,v2_two_edge,14,14,3000,19,174,4
